id,page_id,parent_block_id,type,text,order,created_time,last_edited_time,has_children,checked
block_q1_h,page_PPR26A_q1cycle,,heading_2,Q1 2026 Review - Prior Cycle Finding,0,2026-08-05T09:12:00.000Z,2026-08-12T13:30:00.000Z,false,
block_q1_p1,page_PPR26A_q1cycle,,paragraph,"References component 5:11 from the earlier Q1 review cycle. This finding was rejected during triage and is retained here for archive context only. Not in current sprint scope.",1,2026-08-05T09:15:00.000Z,2026-08-12T13:30:00.000Z,false,
block_orph_h,page_PPR26A_orphan,,heading_2,Pickup Confirmation Accessibility Gap,0,2026-09-21T11:10:00.000Z,2026-10-01T09:05:00.000Z,false,
block_orph_p1,page_PPR26A_orphan,,paragraph,"References component 12:88. Users mentioned similar navigation friction during pickup confirmation in earlier sessions. No persistent indicator for completion status. Needs frame verification before audit inclusion.",1,2026-09-21T11:15:00.000Z,2026-10-01T09:05:00.000Z,false,
block_typo_h,page_PPRZ6A_typo,,heading_2,Login Flow - SSO Observation,0,2026-09-22T14:00:00.000Z,2026-10-05T10:20:00.000Z,false,
block_typo_p1,page_PPRZ6A_typo,,paragraph,"Component 11:01. The persistent breadcrumb nav reference from MyHealthHub applies here as well. Users report losing their place during SSO redirects across multiple identity providers.",1,2026-09-22T14:05:00.000Z,2026-10-05T10:20:00.000Z,false,
block_f001_h,page_filler_001,,heading_2,Token Library Quarterly Review,0,2026-08-05T10:15:00.000Z,2026-08-07T10:15:00.000Z,false,
block_f001_p1,page_filler_001,,paragraph,Added new neutral shade scale to the design system. Fourteen shades from gray-50 through gray-900 with WCAG AA contrast ratios verified against both light and dark backgrounds.,1,2026-08-05T10:20:00.000Z,2026-08-07T10:15:00.000Z,false,
block_f002_h,page_filler_002,,heading_2,Onboarding Empty-State Copy,0,2026-09-06T10:15:00.000Z,2026-09-08T10:15:00.000Z,false,
block_f002_p1,page_filler_002,,paragraph,Revising empty-state copy across three onboarding screens. Current copy is too technical for first-time users.,1,2026-09-06T10:20:00.000Z,2026-09-08T10:15:00.000Z,false,
block_f003_h,page_filler_003,,heading_2,Component Library Audit Q3,0,2026-10-07T10:15:00.000Z,2026-10-09T10:15:00.000Z,false,
block_f003_p1,page_filler_003,,paragraph,Chip variant audit for Q3. Reviewing spacing and color usage across 14 chip variants in the design system.,1,2026-10-07T10:20:00.000Z,2026-10-09T10:15:00.000Z,false,
block_f008_h,page_filler_008,,heading_2,Form Validation Handling,0,2026-09-12T10:15:00.000Z,2026-09-14T10:15:00.000Z,false,
block_f008_p1,page_filler_008,,paragraph,Documenting validation patterns for inline field errors and summary banners. Need consensus on whether to use shake animation or red border highlight.,1,2026-09-12T10:20:00.000Z,2026-09-14T10:15:00.000Z,false,
block_f009_h,page_filler_009,,heading_2,Loading State Interactions,0,2026-10-13T10:15:00.000Z,2026-10-15T10:15:00.000Z,false,
block_f009_p1,page_filler_009,,paragraph,Skeleton screens versus spinner decision log. Team consensus leans toward skeleton for content-heavy views and spinner for action confirmations.,1,2026-10-13T10:20:00.000Z,2026-10-15T10:15:00.000Z,false,
block_f012_h,page_filler_012,,heading_2,Animation Timing Principles,0,2026-10-12T10:15:00.000Z,2026-10-14T10:15:00.000Z,false,
block_f012_p1,page_filler_012,,paragraph,Refreshing easing curves and duration guidelines. Targeting 200ms for micro-interactions and 350ms for page transitions.,1,2026-10-12T10:20:00.000Z,2026-10-14T10:15:00.000Z,false,
