id,page_id,parent_block_id,type,text,order,created_time,last_edited_time,has_children,checked
blk_gen_000002,pg_dac_home,,paragraph,"Workspace home — SOPs, sampling rounds, county reporting templates.",2,2024-03-01T09:11:00-07:00,2026-09-30T16:12:00-06:00,False,
blk_gen_000003,pg_dac_sop_monthly,,heading_2,Monthly grab-sampling SOP (v4),1,2026-08-12T13:42:00-06:00,2026-08-12T13:42:00-06:00,False,
blk_gen_000004,pg_dac_sop_monthly,,paragraph,Upstream cluster (Sites 1–6) sampled by the 14th; downstream cluster (Sites 7–12) by the 28th. Chain-of-custody form sealed at handoff to receiving lab.,2,2026-08-12T13:43:00-06:00,2026-08-12T13:43:00-06:00,False,
blk_gen_000005,pg_leather_home,,heading_1,Salazar Leathercraft,1,2025-01-12T19:05:00-07:00,2025-01-12T19:05:00-07:00,False,
blk_gen_000006,pg_leather_home,,paragraph,"Workspace for Salazar Leathercraft — Etsy shop, inventory, commission log, ArtsFaire prep.",2,2025-01-12T19:06:00-07:00,2026-10-12T20:14:00-06:00,False,
blk_gen_000007,pg_clearwater_grant,,heading_1,Clearwater Environmental Trust Grant — 2026 cohort,1,2026-01-06T09:00:00-07:00,2026-01-06T09:00:00-07:00,False,
blk_gen_000008,pg_clearwater_grant,,paragraph,"Three-year watershed-monitoring grant. Pre-submission intent notice due Sat Nov 7; full application due Dec 14, 2026. Y1 direct costs total $101,940. Indirect rate capped at the Clearwater portal FAQ figure (authoritative over any CRM record). Y2/Y3 budget columns blank pending Brennan budget-review sign-off.",2,2026-01-06T09:05:00-07:00,2026-10-14T11:20:00-06:00,False,
blk_gen_000009,pg_clearwater_grant,,to_do,Fill Y1 Indirect (12%) line once portal cap confirmed,3,2026-10-14T11:18:00-06:00,2026-10-14T11:20:00-06:00,False,False
blk_gen_000010,pg_leather_commissions,,heading_1,Commission log,0,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000011,pg_leather_commissions,,paragraph,"Albuquerque journal cover (Etsy buyer @rgv_archivist): hand-tooled veg-tan, committed delivery Dec 5, 2026. Invoice SL-2026-0118, deposit 209.25 paid (50%), balance 209.25 due on delivery.",1,2026-08-01T09:05:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000012,pg_clearwater_budget_workbook,,paragraph,"Y1 direct total $101,940. Y1 indirect line to be filled once the portal FAQ cap is confirmed (floor-rounded). Y2/Y3 columns blank pending Brennan budget-review sign-off.",0,2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000013,pg_dac_home,,heading_1,DAC Environmental Services,1,2024-03-01T09:10:00-07:00,2024-03-01T09:10:00-07:00,False,
blk_gen_000014,pg_dac_home,,paragraph,"Workspace home — SOPs, sampling rounds, county reporting templates.",2,2024-03-01T09:11:00-07:00,2026-09-30T16:12:00-06:00,False,
blk_gen_000015,pg_dac_sop_monthly,,heading_2,Monthly grab-sampling SOP (v4),1,2026-08-12T13:42:00-06:00,2026-08-12T13:42:00-06:00,False,
blk_gen_000016,pg_dac_sop_monthly,,paragraph,Upstream cluster (Sites 1–6) sampled by the 14th; downstream cluster (Sites 7–12) by the 28th. Chain-of-custody form sealed at handoff to receiving lab.,2,2026-08-12T13:43:00-06:00,2026-08-12T13:43:00-06:00,False,
blk_gen_000017,pg_leather_home,,heading_1,Salazar Leathercraft,1,2025-01-12T19:05:00-07:00,2025-01-12T19:05:00-07:00,False,
blk_gen_000018,pg_leather_home,,paragraph,"Workspace for Salazar Leathercraft — Etsy shop, inventory, commission log, ArtsFaire prep.",2,2025-01-12T19:06:00-07:00,2026-10-12T20:14:00-06:00,False,
blk_gen_000019,pg_clearwater_grant,,heading_1,Clearwater Environmental Trust Grant — 2026 cohort,1,2026-01-06T09:00:00-07:00,2026-01-06T09:00:00-07:00,False,
blk_gen_000020,pg_clearwater_grant,,paragraph,"Three-year watershed-monitoring grant. Pre-submission intent notice due Sat Nov 7; full application due Dec 14, 2026. Y1 direct costs total $101,940. Indirect rate capped at the Clearwater portal FAQ figure (authoritative over any CRM record). Y2/Y3 budget columns blank pending Brennan budget-review sign-off.",2,2026-01-06T09:05:00-07:00,2026-10-14T11:20:00-06:00,False,
blk_gen_000021,pg_clearwater_grant,,to_do,Fill Y1 Indirect (12%) line once portal cap confirmed,3,2026-10-14T11:18:00-06:00,2026-10-14T11:20:00-06:00,False,False
blk_gen_000022,pg_leather_commissions,,heading_1,Commission log,0,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000023,pg_leather_commissions,,paragraph,"Albuquerque journal cover (Etsy buyer @rgv_archivist): hand-tooled veg-tan, committed delivery Dec 5, 2026. Invoice SL-2026-0118, deposit 209.25 paid (50%), balance 209.25 due on delivery.",1,2026-08-01T09:05:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000024,pg_clearwater_budget_workbook,,paragraph,"Y1 direct total $101,940. Y1 indirect line to be filled once the portal FAQ cap is confirmed (floor-rounded). Y2/Y3 columns blank pending Brennan budget-review sign-off.",0,2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000025,pg_dac_home,,heading_1,DAC Environmental Services,1,2024-03-01T09:10:00-07:00,2024-03-01T09:10:00-07:00,False,
blk_gen_000026,pg_dac_home,,paragraph,"Workspace home — SOPs, sampling rounds, county reporting templates.",2,2024-03-01T09:11:00-07:00,2026-09-30T16:12:00-06:00,False,
blk_gen_000027,pg_dac_sop_monthly,,heading_2,Monthly grab-sampling SOP (v4),1,2026-08-12T13:42:00-06:00,2026-08-12T13:42:00-06:00,False,
blk_gen_000028,pg_dac_sop_monthly,,paragraph,Upstream cluster (Sites 1–6) sampled by the 14th; downstream cluster (Sites 7–12) by the 28th. Chain-of-custody form sealed at handoff to receiving lab.,2,2026-08-12T13:43:00-06:00,2026-08-12T13:43:00-06:00,False,
blk_gen_000029,pg_leather_home,,heading_1,Salazar Leathercraft,1,2025-01-12T19:05:00-07:00,2025-01-12T19:05:00-07:00,False,
blk_gen_000030,pg_leather_home,,paragraph,"Workspace for Salazar Leathercraft — Etsy shop, inventory, commission log, ArtsFaire prep.",2,2025-01-12T19:06:00-07:00,2026-10-12T20:14:00-06:00,False,
blk_gen_000031,pg_clearwater_grant,,heading_1,Clearwater Environmental Trust Grant — 2026 cohort,1,2026-01-06T09:00:00-07:00,2026-01-06T09:00:00-07:00,False,
blk_gen_000032,pg_clearwater_grant,,paragraph,"Three-year watershed-monitoring grant. Pre-submission intent notice due Sat Nov 7; full application due Dec 14, 2026. Y1 direct costs total $101,940. Indirect rate capped at the Clearwater portal FAQ figure (authoritative over any CRM record). Y2/Y3 budget columns blank pending Brennan budget-review sign-off.",2,2026-01-06T09:05:00-07:00,2026-10-14T11:20:00-06:00,False,
blk_gen_000033,pg_clearwater_grant,,to_do,Fill Y1 Indirect (12%) line once portal cap confirmed,3,2026-10-14T11:18:00-06:00,2026-10-14T11:20:00-06:00,False,False
blk_gen_000034,pg_leather_commissions,,heading_1,Commission log,0,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000035,pg_leather_commissions,,paragraph,"Albuquerque journal cover (Etsy buyer @rgv_archivist): hand-tooled veg-tan, committed delivery Dec 5, 2026. Invoice SL-2026-0118, deposit 209.25 paid (50%), balance 209.25 due on delivery.",1,2026-08-01T09:05:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000036,pg_clearwater_budget_workbook,,paragraph,"Y1 direct total $101,940. Y1 indirect line to be filled once the portal FAQ cap is confirmed (floor-rounded). Y2/Y3 columns blank pending Brennan budget-review sign-off.",0,2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000037,pg_dac_home,,heading_1,DAC Environmental Services,1,2024-03-01T09:10:00-07:00,2024-03-01T09:10:00-07:00,False,
blk_gen_000038,pg_dac_home,,paragraph,"Workspace home — SOPs, sampling rounds, county reporting templates.",2,2024-03-01T09:11:00-07:00,2026-09-30T16:12:00-06:00,False,
blk_gen_000039,pg_dac_sop_monthly,,heading_2,Monthly grab-sampling SOP (v4),1,2026-08-12T13:42:00-06:00,2026-08-12T13:42:00-06:00,False,
blk_gen_000040,pg_dac_sop_monthly,,paragraph,Upstream cluster (Sites 1–6) sampled by the 14th; downstream cluster (Sites 7–12) by the 28th. Chain-of-custody form sealed at handoff to receiving lab.,2,2026-08-12T13:43:00-06:00,2026-08-12T13:43:00-06:00,False,
blk_gen_000041,pg_leather_home,,heading_1,Salazar Leathercraft,1,2025-01-12T19:05:00-07:00,2025-01-12T19:05:00-07:00,False,
blk_gen_000042,pg_leather_home,,paragraph,"Workspace for Salazar Leathercraft — Etsy shop, inventory, commission log, ArtsFaire prep.",2,2025-01-12T19:06:00-07:00,2026-10-12T20:14:00-06:00,False,
blk_gen_000043,pg_clearwater_grant,,heading_1,Clearwater Environmental Trust Grant — 2026 cohort,1,2026-01-06T09:00:00-07:00,2026-01-06T09:00:00-07:00,False,
blk_gen_000044,pg_clearwater_grant,,paragraph,"Three-year watershed-monitoring grant. Pre-submission intent notice due Sat Nov 7; full application due Dec 14, 2026. Y1 direct costs total $101,940. Indirect rate capped at the Clearwater portal FAQ figure (authoritative over any CRM record). Y2/Y3 budget columns blank pending Brennan budget-review sign-off.",2,2026-01-06T09:05:00-07:00,2026-10-14T11:20:00-06:00,False,
blk_gen_000045,pg_clearwater_grant,,to_do,Fill Y1 Indirect (12%) line once portal cap confirmed,3,2026-10-14T11:18:00-06:00,2026-10-14T11:20:00-06:00,False,False
blk_gen_000046,pg_leather_commissions,,heading_1,Commission log,0,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000047,pg_leather_commissions,,paragraph,"Albuquerque journal cover (Etsy buyer @rgv_archivist): hand-tooled veg-tan, committed delivery Dec 5, 2026. Invoice SL-2026-0118, deposit 209.25 paid (50%), balance 209.25 due on delivery.",1,2026-08-01T09:05:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000048,pg_clearwater_budget_workbook,,paragraph,"Y1 direct total $101,940. Y1 indirect line to be filled once the portal FAQ cap is confirmed (floor-rounded). Y2/Y3 columns blank pending Brennan budget-review sign-off.",0,2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000049,pg_dac_home,,heading_1,DAC Environmental Services,1,2024-03-01T09:10:00-07:00,2024-03-01T09:10:00-07:00,False,
blk_gen_000050,pg_dac_home,,paragraph,"Workspace home — SOPs, sampling rounds, county reporting templates.",2,2024-03-01T09:11:00-07:00,2026-09-30T16:12:00-06:00,False,
blk_gen_000051,pg_dac_sop_monthly,,heading_2,Monthly grab-sampling SOP (v4),1,2026-08-12T13:42:00-06:00,2026-08-12T13:42:00-06:00,False,
blk_gen_000052,pg_dac_sop_monthly,,paragraph,Upstream cluster (Sites 1–6) sampled by the 14th; downstream cluster (Sites 7–12) by the 28th. Chain-of-custody form sealed at handoff to receiving lab.,2,2026-08-12T13:43:00-06:00,2026-08-12T13:43:00-06:00,False,
blk_gen_000053,pg_leather_home,,heading_1,Salazar Leathercraft,1,2025-01-12T19:05:00-07:00,2025-01-12T19:05:00-07:00,False,
blk_gen_000054,pg_leather_home,,paragraph,"Workspace for Salazar Leathercraft — Etsy shop, inventory, commission log, ArtsFaire prep.",2,2025-01-12T19:06:00-07:00,2026-10-12T20:14:00-06:00,False,
blk_gen_000055,pg_clearwater_grant,,heading_1,Clearwater Environmental Trust Grant — 2026 cohort,1,2026-01-06T09:00:00-07:00,2026-01-06T09:00:00-07:00,False,
blk_gen_000056,pg_clearwater_grant,,paragraph,"Three-year watershed-monitoring grant. Pre-submission intent notice due Sat Nov 7; full application due Dec 14, 2026. Y1 direct costs total $101,940. Indirect rate capped at the Clearwater portal FAQ figure (authoritative over any CRM record). Y2/Y3 budget columns blank pending Brennan budget-review sign-off.",2,2026-01-06T09:05:00-07:00,2026-10-14T11:20:00-06:00,False,
blk_gen_000057,pg_clearwater_grant,,to_do,Fill Y1 Indirect (12%) line once portal cap confirmed,3,2026-10-14T11:18:00-06:00,2026-10-14T11:20:00-06:00,False,False
blk_gen_000058,pg_leather_commissions,,heading_1,Commission log,0,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000059,pg_leather_commissions,,paragraph,"Albuquerque journal cover (Etsy buyer @rgv_archivist): hand-tooled veg-tan, committed delivery Dec 5, 2026. Invoice SL-2026-0118, deposit 209.25 paid (50%), balance 209.25 due on delivery.",1,2026-08-01T09:05:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000060,pg_clearwater_budget_workbook,,paragraph,"Y1 direct total $101,940. Y1 indirect line to be filled once the portal FAQ cap is confirmed (floor-rounded). Y2/Y3 columns blank pending Brennan budget-review sign-off.",0,2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000061,pg_dac_home,,heading_1,DAC Environmental Services,1,2024-03-01T09:10:00-07:00,2024-03-01T09:10:00-07:00,False,
blk_gen_000062,pg_dac_home,,paragraph,"Workspace home — SOPs, sampling rounds, county reporting templates.",2,2024-03-01T09:11:00-07:00,2026-09-30T16:12:00-06:00,False,
blk_gen_000063,pg_dac_sop_monthly,,heading_2,Monthly grab-sampling SOP (v4),1,2026-08-12T13:42:00-06:00,2026-08-12T13:42:00-06:00,False,
blk_gen_000064,pg_dac_sop_monthly,,paragraph,Upstream cluster (Sites 1–6) sampled by the 14th; downstream cluster (Sites 7–12) by the 28th. Chain-of-custody form sealed at handoff to receiving lab.,2,2026-08-12T13:43:00-06:00,2026-08-12T13:43:00-06:00,False,
blk_gen_000065,pg_leather_home,,heading_1,Salazar Leathercraft,1,2025-01-12T19:05:00-07:00,2025-01-12T19:05:00-07:00,False,
blk_gen_000066,pg_leather_home,,paragraph,"Workspace for Salazar Leathercraft — Etsy shop, inventory, commission log, ArtsFaire prep.",2,2025-01-12T19:06:00-07:00,2026-10-12T20:14:00-06:00,False,
blk_gen_000067,pg_clearwater_grant,,heading_1,Clearwater Environmental Trust Grant — 2026 cohort,1,2026-01-06T09:00:00-07:00,2026-01-06T09:00:00-07:00,False,
blk_gen_000068,pg_clearwater_grant,,paragraph,"Three-year watershed-monitoring grant. Pre-submission intent notice due Sat Nov 7; full application due Dec 14, 2026. Y1 direct costs total $101,940. Indirect rate capped at the Clearwater portal FAQ figure (authoritative over any CRM record). Y2/Y3 budget columns blank pending Brennan budget-review sign-off.",2,2026-01-06T09:05:00-07:00,2026-10-14T11:20:00-06:00,False,
blk_gen_000069,pg_clearwater_grant,,to_do,Fill Y1 Indirect (12%) line once portal cap confirmed,3,2026-10-14T11:18:00-06:00,2026-10-14T11:20:00-06:00,False,False
blk_gen_000070,pg_leather_commissions,,heading_1,Commission log,0,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000071,pg_leather_commissions,,paragraph,"Albuquerque journal cover (Etsy buyer @rgv_archivist): hand-tooled veg-tan, committed delivery Dec 5, 2026. Invoice SL-2026-0118, deposit 209.25 paid (50%), balance 209.25 due on delivery.",1,2026-08-01T09:05:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000072,pg_clearwater_budget_workbook,,paragraph,"Y1 direct total $101,940. Y1 indirect line to be filled once the portal FAQ cap is confirmed (floor-rounded). Y2/Y3 columns blank pending Brennan budget-review sign-off.",0,2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000073,pg_dac_home,,heading_1,DAC Environmental Services,1,2024-03-01T09:10:00-07:00,2024-03-01T09:10:00-07:00,False,
blk_gen_000074,pg_dac_home,,paragraph,"Workspace home — SOPs, sampling rounds, county reporting templates.",2,2024-03-01T09:11:00-07:00,2026-09-30T16:12:00-06:00,False,
blk_gen_000075,pg_dac_sop_monthly,,heading_2,Monthly grab-sampling SOP (v4),1,2026-08-12T13:42:00-06:00,2026-08-12T13:42:00-06:00,False,
blk_gen_000076,pg_dac_sop_monthly,,paragraph,Upstream cluster (Sites 1–6) sampled by the 14th; downstream cluster (Sites 7–12) by the 28th. Chain-of-custody form sealed at handoff to receiving lab.,2,2026-08-12T13:43:00-06:00,2026-08-12T13:43:00-06:00,False,
blk_gen_000077,pg_leather_home,,heading_1,Salazar Leathercraft,1,2025-01-12T19:05:00-07:00,2025-01-12T19:05:00-07:00,False,
blk_gen_000078,pg_leather_home,,paragraph,"Workspace for Salazar Leathercraft — Etsy shop, inventory, commission log, ArtsFaire prep.",2,2025-01-12T19:06:00-07:00,2026-10-12T20:14:00-06:00,False,
blk_gen_000079,pg_clearwater_grant,,heading_1,Clearwater Environmental Trust Grant — 2026 cohort,1,2026-01-06T09:00:00-07:00,2026-01-06T09:00:00-07:00,False,
blk_gen_000080,pg_clearwater_grant,,paragraph,"Three-year watershed-monitoring grant. Pre-submission intent notice due Sat Nov 7; full application due Dec 14, 2026. Y1 direct costs total $101,940. Indirect rate capped at the Clearwater portal FAQ figure (authoritative over any CRM record). Y2/Y3 budget columns blank pending Brennan budget-review sign-off.",2,2026-01-06T09:05:00-07:00,2026-10-14T11:20:00-06:00,False,
blk_gen_000081,pg_clearwater_grant,,to_do,Fill Y1 Indirect (12%) line once portal cap confirmed,3,2026-10-14T11:18:00-06:00,2026-10-14T11:20:00-06:00,False,False
blk_gen_000082,pg_leather_commissions,,heading_1,Commission log,0,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000083,pg_leather_commissions,,paragraph,"Albuquerque journal cover (Etsy buyer @rgv_archivist): hand-tooled veg-tan, committed delivery Dec 5, 2026. Invoice SL-2026-0118, deposit 209.25 paid (50%), balance 209.25 due on delivery.",1,2026-08-01T09:05:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000084,pg_clearwater_budget_workbook,,paragraph,"Y1 direct total $101,940. Y1 indirect line to be filled once the portal FAQ cap is confirmed (floor-rounded). Y2/Y3 columns blank pending Brennan budget-review sign-off.",0,2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000085,pg_dac_home,,heading_1,DAC Environmental Services,1,2024-03-01T09:10:00-07:00,2024-03-01T09:10:00-07:00,False,
blk_gen_000086,pg_dac_home,,paragraph,"Workspace home — SOPs, sampling rounds, county reporting templates.",2,2024-03-01T09:11:00-07:00,2026-09-30T16:12:00-06:00,False,
blk_gen_000087,pg_dac_sop_monthly,,heading_2,Monthly grab-sampling SOP (v4),1,2026-08-12T13:42:00-06:00,2026-08-12T13:42:00-06:00,False,
blk_gen_000088,pg_dac_sop_monthly,,paragraph,Upstream cluster (Sites 1–6) sampled by the 14th; downstream cluster (Sites 7–12) by the 28th. Chain-of-custody form sealed at handoff to receiving lab.,2,2026-08-12T13:43:00-06:00,2026-08-12T13:43:00-06:00,False,
blk_gen_000089,pg_leather_home,,heading_1,Salazar Leathercraft,1,2025-01-12T19:05:00-07:00,2025-01-12T19:05:00-07:00,False,
blk_gen_000090,pg_leather_home,,paragraph,"Workspace for Salazar Leathercraft — Etsy shop, inventory, commission log, ArtsFaire prep.",2,2025-01-12T19:06:00-07:00,2026-10-12T20:14:00-06:00,False,
blk_gen_000091,pg_clearwater_grant,,heading_1,Clearwater Environmental Trust Grant — 2026 cohort,1,2026-01-06T09:00:00-07:00,2026-01-06T09:00:00-07:00,False,
blk_gen_000092,pg_clearwater_grant,,paragraph,"Three-year watershed-monitoring grant. Pre-submission intent notice due Sat Nov 7; full application due Dec 14, 2026. Y1 direct costs total $101,940. Indirect rate capped at the Clearwater portal FAQ figure (authoritative over any CRM record). Y2/Y3 budget columns blank pending Brennan budget-review sign-off.",2,2026-01-06T09:05:00-07:00,2026-10-14T11:20:00-06:00,False,
blk_gen_000093,pg_clearwater_grant,,to_do,Fill Y1 Indirect (12%) line once portal cap confirmed,3,2026-10-14T11:18:00-06:00,2026-10-14T11:20:00-06:00,False,False
blk_gen_000094,pg_leather_commissions,,heading_1,Commission log,0,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000095,pg_leather_commissions,,paragraph,"Albuquerque journal cover (Etsy buyer @rgv_archivist): hand-tooled veg-tan, committed delivery Dec 5, 2026. Invoice SL-2026-0118, deposit 209.25 paid (50%), balance 209.25 due on delivery.",1,2026-08-01T09:05:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000096,pg_clearwater_budget_workbook,,paragraph,"Y1 direct total $101,940. Y1 indirect line to be filled once the portal FAQ cap is confirmed (floor-rounded). Y2/Y3 columns blank pending Brennan budget-review sign-off.",0,2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000097,pg_dac_home,,heading_1,DAC Environmental Services,1,2024-03-01T09:10:00-07:00,2024-03-01T09:10:00-07:00,False,
blk_gen_000098,pg_dac_home,,paragraph,"Workspace home — SOPs, sampling rounds, county reporting templates.",2,2024-03-01T09:11:00-07:00,2026-09-30T16:12:00-06:00,False,
blk_gen_000099,pg_dac_sop_monthly,,heading_2,Monthly grab-sampling SOP (v4),1,2026-08-12T13:42:00-06:00,2026-08-12T13:42:00-06:00,False,
blk_gen_000100,pg_dac_sop_monthly,,paragraph,Upstream cluster (Sites 1–6) sampled by the 14th; downstream cluster (Sites 7–12) by the 28th. Chain-of-custody form sealed at handoff to receiving lab.,2,2026-08-12T13:43:00-06:00,2026-08-12T13:43:00-06:00,False,
blk_gen_000101,pg_leather_home,,heading_1,Salazar Leathercraft,1,2025-01-12T19:05:00-07:00,2025-01-12T19:05:00-07:00,False,
blk_gen_000102,pg_leather_home,,paragraph,"Workspace for Salazar Leathercraft — Etsy shop, inventory, commission log, ArtsFaire prep.",2,2025-01-12T19:06:00-07:00,2026-10-12T20:14:00-06:00,False,
blk_gen_000103,pg_clearwater_grant,,heading_1,Clearwater Environmental Trust Grant — 2026 cohort,1,2026-01-06T09:00:00-07:00,2026-01-06T09:00:00-07:00,False,
blk_gen_000104,pg_clearwater_grant,,paragraph,"Three-year watershed-monitoring grant. Pre-submission intent notice due Sat Nov 7; full application due Dec 14, 2026. Y1 direct costs total $101,940. Indirect rate capped at the Clearwater portal FAQ figure (authoritative over any CRM record). Y2/Y3 budget columns blank pending Brennan budget-review sign-off.",2,2026-01-06T09:05:00-07:00,2026-10-14T11:20:00-06:00,False,
blk_gen_000105,pg_clearwater_grant,,to_do,Fill Y1 Indirect (12%) line once portal cap confirmed,3,2026-10-14T11:18:00-06:00,2026-10-14T11:20:00-06:00,False,False
blk_gen_000106,pg_leather_commissions,,heading_1,Commission log,0,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000107,pg_leather_commissions,,paragraph,"Albuquerque journal cover (Etsy buyer @rgv_archivist): hand-tooled veg-tan, committed delivery Dec 5, 2026. Invoice SL-2026-0118, deposit 209.25 paid (50%), balance 209.25 due on delivery.",1,2026-08-01T09:05:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000108,pg_clearwater_budget_workbook,,paragraph,"Y1 direct total $101,940. Y1 indirect line to be filled once the portal FAQ cap is confirmed (floor-rounded). Y2/Y3 columns blank pending Brennan budget-review sign-off.",0,2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,False,
blk_gen_000109,pg_dac_home,,heading_1,DAC Environmental Services,1,2024-03-01T09:10:00-07:00,2024-03-01T09:10:00-07:00,False,
blk_gen_000110,pg_dac_home,,paragraph,"Workspace home — SOPs, sampling rounds, county reporting templates.",2,2024-03-01T09:11:00-07:00,2026-09-30T16:12:00-06:00,False,
blk_gen_000111,pg_dac_sop_monthly,,heading_2,Monthly grab-sampling SOP (v4),1,2026-08-12T13:42:00-06:00,2026-08-12T13:42:00-06:00,False,
blk_gen_000112,pg_dac_sop_monthly,,paragraph,Upstream cluster (Sites 1–6) sampled by the 14th; downstream cluster (Sites 7–12) by the 28th. Chain-of-custody form sealed at handoff to receiving lab.,2,2026-08-12T13:43:00-06:00,2026-08-12T13:43:00-06:00,False,
blk_gen_000113,pg_leather_home,,heading_1,Salazar Leathercraft,1,2025-01-12T19:05:00-07:00,2025-01-12T19:05:00-07:00,False,
blk_gen_000114,pg_leather_home,,paragraph,"Workspace for Salazar Leathercraft — Etsy shop, inventory, commission log, ArtsFaire prep.",2,2025-01-12T19:06:00-07:00,2026-10-12T20:14:00-06:00,False,
blk_gen_000115,pg_clearwater_grant,,heading_1,Clearwater Environmental Trust Grant — 2026 cohort,1,2026-01-06T09:00:00-07:00,2026-01-06T09:00:00-07:00,False,
blk_gen_000116,pg_clearwater_grant,,paragraph,"Three-year watershed-monitoring grant. Pre-submission intent notice due Sat Nov 7; full application due Dec 14, 2026. Y1 direct costs total $101,940. Indirect rate capped at the Clearwater portal FAQ figure (authoritative over any CRM record). Y2/Y3 budget columns blank pending Brennan budget-review sign-off.",2,2026-01-06T09:05:00-07:00,2026-10-14T11:20:00-06:00,False,
