playlist_id,name,description,owner_id,public,collaborative
pl_gen_000114,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000115,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000116,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000117,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000118,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000119,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000120,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000121,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000122,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000123,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000124,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000125,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000126,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000127,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000128,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000129,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000130,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000131,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000132,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000133,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000134,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000135,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000136,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000137,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000138,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000139,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000140,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000141,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000142,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000143,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000144,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000145,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000146,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000147,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000148,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000149,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000150,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000151,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000152,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000153,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000154,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000155,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000156,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000157,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000158,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000159,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000160,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000161,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000162,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000163,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000164,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000165,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000166,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000167,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000168,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000169,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000170,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000171,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000172,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000173,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000174,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000175,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000176,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000177,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000178,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000179,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000180,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000181,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000182,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000183,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000184,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000185,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000186,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000187,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000188,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000189,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000190,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000191,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000192,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000193,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000194,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000195,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000196,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000197,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000198,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000199,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000200,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000201,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000202,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000203,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000204,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000205,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000206,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000207,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000208,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000209,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000210,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000211,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000212,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000213,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000214,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000215,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000216,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000217,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000218,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000219,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000220,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000221,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000222,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000223,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000224,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000225,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000226,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000227,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000228,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000229,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000230,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000231,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000232,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000233,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000234,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000235,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
pl_gen_000236,Field Day Drives,New Mexico desert drive mix for long site days.,user-ian-salazar,false,false
pl_gen_000237,Cumbia Sundays,Family-friendly Sunday cumbia and norteno.,user-ian-salazar,true,false
pl_gen_000238,Leatherwork Bench,Saturday workshop steel guitar and cumbia cuts.,user-ian-salazar,false,false
